; China eventmsg.txt																	   
;REASON PHRASES FOR AUTOMATICALLY TRIGGERED EVENTS

	;Provocation (HIGH BENEVOLENCE/HOSTILITY)
PHRASE_really_benevolent		"因为 [leader_name] 确实对您感到非常满意"
PHRASE_CONDENSED_guandi_invades_title 			"N/A"
PHRASE_CONDENSED_guandi_invades_spy_report		"密探报告说关公将在一年内进攻你的城市."
PHRASE_CONDENSED_guandi_invades_city_attacked_alert  	"你惹起了我的怒火!"
PHRASE_CONDENSED_guandi_invades_reason  	 	 	"N/A"
PHRASE_CONDENSED_guandi_invades_no_reason  	 	""
PHRASE_CONDENSED_guandi_invades_disembarked_alert  	"N/A"

;********Sun Wu Kong invades****************************************
PHRASE_sunwukong_invades_title 				"孙悟空入侵"
PHRASE_sunwukong_invades_spy_report				"不幸就要降临到您的头上, [player_name]. 密探听说讨厌的孙悟空对您不满意, 要把愤怒发泄到您的城市! 他将在一年内进攻你的城市!"
PHRASE_sunwukong_invades_city_attacked_alert  		"你妨碍了我的计划, 我要给你个教训! 我是美猴王, 没有一个城市能抵得住我的愤怒!"
PHRASE_sunwukong_invades_reason  	 	 		"N/A"
PHRASE_sunwukong_invades_no_reason	  	 		"N/A"
PHRASE_sunwukong_invades_disembarked_alert  	    	"N/A"

PHRASE_CONDENSED_sunwukong_invades_title 				"N/A"
PHRASE_CONDENSED_sunwukong_invades_spy_report			"密探预见到孙悟空将在一年内进攻你的城市."
PHRASE_CONDENSED_sunwukong_invades_city_attacked_alert  	"你妨碍了我的计划, 我要给你个教训!"
PHRASE_CONDENSED_sunwukong_invades_reason  	 	 	"N/A"
PHRASE_CONDENSED_sunwukong_invades_no_reason  	 		""
PHRASE_CONDENSED_sunwukong_invades_disembarked_alert  	"N/A"


;*******************HERO ARRIVES******************************************
;Nu Wa, Shen Nong, Huang Di, Confucius, Sun Tzu, Mencius, Guan Di, Zao Jun, Xi Wang Mu, Guan Yin, Bodhidharma, Sun Wu Kong

;**********Nu Wa Has Arrived******************************
PHRASE_nuwa_arrives_title 					"女娲降临"
PHRASE_nuwa_arrives_initial_announcement 			"您使祖先高兴! 我觉得您值得相处, 我愿意为您做任何事."
PHRASE_nuwa_arrives_no_reason	  				"N/A"

PHRASE_CONDENSED_nuwa_arrives_title 			"N/A"
PHRASE_CONDENSED_nuwa_arrives_initial_announcement 	"女娲降临您的城市!"
PHRASE_CONDENSED_nuwa_arrives_no_reason	  		"N/A"

;**********Shen Nong Has Arrived******************************
PHRASE_shennong_arrives_title 				"神农降临"
PHRASE_shennong_arrives_initial_announcement 		"您使祖先高兴! 我觉得您值得相处, 我愿意为您做任何事."
PHRASE_shennong_arrives_no_reason	  			"N/A"

PHRASE_CONDENSED_shennong_arrives_title 				"N/A"
PHRASE_CONDENSED_shennong_arrives_initial_announcement 	"神农降临您的城市!"
PHRASE_CONDENSED_shennong_arrives_no_reason	  		"N/A"

;**********Huang Di Has Arrived******************************
PHRASE_huangdi_arrives_title 					"黄帝降临"
PHRASE_huangdi_arrives_initial_announcement 		"您使祖先高兴! 我觉得您值得相处, 我愿意为您做任何事."
PHRASE_huangdi_arrives_no_reason	  			"N/A"

PHRASE_CONDENSED_huangdi_arrives_title 				"N/A"
PHRASE_CONDENSED_huangdi_arrives_initial_announcement 	"黄帝降临您的城市!"
PHRASE_CONDENSED_huangdi_arrives_no_reason	  		"N/A"

;**********Confucius Has Arrived******************************
PHRASE_confucius_arrives_title 					"孔子降临"
PHRASE_confucius_arrives_initial_announcement 			"您对儒教表示了极大的敬意! 我会帮您改善您的城市."
PHRASE_confucius_arrives_no_reason	  				"N/A"

PHRASE_CONDENSED_confucius_arrives_title 				"N/A"
PHRASE_CONDENSED_confucius_arrives_initial_announcement 	"孔圣人在此!"
PHRASE_CONDENSED_confucius_arrives_no_reason	  		"N/A"

;**********Sun Tzu Has Arrived******************************
PHRASE_suntzu_arrives_title 						"孙子降临"
PHRASE_suntzu_arrives_initial_announcement 			"您对我的学说表示了极大的敬意! 无论是什么艰巨的任务, 我都会替您完成!"
PHRASE_suntzu_arrives_no_reason	  				"N/A"

PHRASE_CONDENSED_suntzu_arrives_title 				"N/A"
PHRASE_CONDENSED_suntzu_arrives_initial_announcement 		"伟大的军事家孙子在此!"
PHRASE_CONDENSED_suntzu_arrives_no_reason	  			"N/A"

;**********Mencius Has Arrived******************************
PHRASE_mencius_arrives_title 						"孟子降临"
PHRASE_mencius_arrives_initial_announcement 			"您对我的学说表示了极大的敬意! 我会帮您解决您遇到的难题!"
PHRASE_mencius_arrives_no_reason	  				"N/A"

PHRASE_CONDENSED_mencius_arrives_title 				"N/A"
PHRASE_CONDENSED_mencius_arrives_initial_announcement 	"亚圣孟子在此!"
PHRASE_CONDENSED_mencius_arrives_no_reason	  		"N/A"

;**********Guan Di Has Arrived****************************** Guan Di, Zao Jun, Xi Wang Mu,
PHRASE_guandi_arrives_title 						"关公降临"
PHRASE_guandi_arrives_initial_announcement 			"我是武圣人. 我觉得您值得相处, 我愿意为您做任何事."
PHRASE_guandi_arrives_no_reason	  				"N/A"

PHRASE_CONDENSED_guandi_arrives_title 				"N/A"
PHRASE_CONDENSED_guandi_arrives_initial_announcement 		"关公降临您的城市!"
PHRASE_CONDENSED_guandi_arrives_no_reason	  			"N/A"

;**********Zao Jun arrives******************************
PHRASE_zaojun_arrives_title 						"灶君降临"
PHRASE_zaojun_arrives_initial_announcement 			"我是灶王爷. 我觉得您值得相处, 我愿意为您做任何事."
PHRASE_zaojun_arrives_no_reason	  				"N/A"

PHRASE_CONDENSED_zaojun_arrives_title 				"N/A"
PHRASE_CONDENSED_zaojun_arrives_initial_announcement 		"灶君降临您的城市!"
PHRASE_CONDENSED_zaojun_arrives_no_reason	  			"N/A"

;**********Xi Wang Mu arrives******************************
PHRASE_xiwangmu_arrives_title 					"西王母降临"
PHRASE_xiwangmu_arrives_initial_announcement 			"我是西王母. 我觉得您值得相处, 我愿意为您做任何事."
PHRASE_xiwangmu_arrives_no_reason	  				"N/A"

PHRASE_CONDENSED_xiwangmu_arrives_title 				"N/A"
PHRASE_CONDENSED_xiwangmu_arrives_initial_announcement 	"西王母降临您的城市!"
PHRASE_CONDENSED_xiwangmu_arrives_no_reason	  		"N/A"

;**********Guan Yin Has Arrived******************************
PHRASE_guanyin_arrives_title 						"观音降临"
PHRASE_guanyin_arrives_initial_announcement 			"您对佛教表示了极大的敬意! 我会教您的市民仁慈的待人之道."
PHRASE_guanyin_arrives_no_reason	  				"N/A"

PHRASE_CONDENSED_guanyin_arrives_title 				"N/A"
PHRASE_CONDENSED_guanyin_arrives_initial_announcement 	"温柔的观音在此!"
PHRASE_CONDENSED_guanyin_arrives_no_reason	  		"N/A"

;**********Bodhidharma Has Arrived******************************
PHRASE_bodhidharma_arrives_title 					"达摩祖师降临"
PHRASE_bodhidharma_arrives_initial_announcement 		"您对佛教表示了极大的敬意! 我会教给您茶道, 并且帮助您保卫您的城市."
PHRASE_bodhidharma_arrives_no_reason	  			"N/A"

PHRASE_CONDENSED_bodhidharma_arrives_title 			"N/A"
PHRASE_CONDENSED_bodhidharma_arrives_initial_announcement 	"达摩祖师在此!"
PHRASE_CONDENSED_bodhidharma_arrives_no_reason	  		"N/A"

;**********Sun Wu Kong Has Arrived******************************
PHRASE_sunwukong_arrives_title 					"孙悟空降临"
PHRASE_sunwukong_arrives_initial_announcement 			"我是美猴王! 您对佛教表示了极大的敬意, 佛祖让我到这儿来帮助您."
PHRASE_sunwukong_arrives_no_reason	  				"N/A"

PHRASE_CONDENSED_sunwukong_arrives_title 				"N/A"
PHRASE_CONDENSED_sunwukong_arrives_initial_announcement 	"斗战胜佛孙悟空在此!"
PHRASE_CONDENSED_sunwukong_arrives_no_reason	  		"N/A"

;**********Spy Results Phrases******************************
PHRASE_spy_sabotage_result_title			"您的密探破坏了 [city_name]"
PHRASE_spy_sabotage_torches				"房子的房梁是树干做的. 您的密探已经严重破坏了 [city_name] 的 [building_name] 的房梁."
PHRASE_spy_sabotage_production			"一只蚂蚁也可以破坏一道堤坝. 您的密探已经破坏了 [city_name] 的 [building_name] 的生产."
PHRASE_spy_sabotage_stocks				"覆巢之下, 岂有完卵. 您的密探破坏了 [city_name] 的 [building_name] 的许多食物储藏."
PHRASE_spy_sabotage_steal				"树大招风, 财大招偷. 您的密探在 [city_name] 的 [building_name] 偷取货物."
PHRASE_spy_sabotage_nothing				"您的密探不能成功地执行自己的任务."
PHRASE_spy_sabotage_no_reason				"N/A"

PHRASE_CONDENSED_spy_sabotage_result_title	"您的密探破坏了 [city_name]"
PHRASE_CONDENSED_spy_sabotage_torches		"您的密探已经严重破坏了 [city_name] 的 [building_name]."
PHRASE_CONDENSED_spy_sabotage_production		"您的密探已经破坏了 [city_name] 的 [building_name]."
PHRASE_CONDENSED_spy_sabotage_stocks		"您的密探破坏了 [city_name] 的 [building_name] 的许多食物储藏."
PHRASE_CONDENSED_spy_sabotage_steal			"您的密探在 [city_name] 的 [building_name] 偷取货物."
PHRASE_CONDENSED_spy_sabotage_nothing		"您的密探不能成功地执行自己的任务."
PHRASE_CONDENSED_spy_sabotage_no_reason		"N/A"

PHRASE_spy_sabotage_history				"破坏 [city_name]"

;************************QUESTS*************************************

PHRASE_spy_info_dip_gathered_title			"[rival_city_name] 的外交报告"
PHRASE_spy_info_gathered_title			"[rival_city_name] 的密探报告"
PHRASE_spy_info_hero_spawned				"派往 [rival_city_name] 的密探报告说: 那里出现了一个传说中的英雄!"
PHRASE_spy_info_military_dispatched			"您的密探报告说 [rival_city_name] 已经派出了一支大军!"
PHRASE_spy_info_invaders_arrived			"密探报告说侵略 [rival_city_name] 的部队已经到达!"
PHRASE_spy_info_defenders_arrived			"密探报告说 [rival_city_name] 的盟友的军队, 已经到达那里帮他们守城!"
PHRASE_spy_info_emissary_arrived			"您的密探报告说 [city_name] 使者已经到达 [rival_city_name]!"
PHRASE_spy_info_emissary_dispatched			"最近的报告中, 您的密探说 [rival_city_name] 已经派出一名使者去 [city_name]!"
PHRASE_spy_info_spy_dispatched			"[rival_city_name] 已经派出一名密探去 [city_name]!"				

PHRASE_CONDENSED_spy_info_dip_gathered_title	"外交报告"
PHRASE_CONDENSED_spy_info_gathered_title		"密探报告"
PHRASE_CONDENSED_spy_info_hero_spawned		"一个传说中的英雄出现在 [rival_city_name]!"
PHRASE_CONDENSED_spy_info_military_dispatched	"[rival_city_name] 已经派出一支军队!"
PHRASE_CONDENSED_spy_info_invaders_arrived	"入侵军队到达 [rival_city_name]!"
PHRASE_CONDENSED_spy_info_defenders_arrived	"部队到达帮助保卫 [rival_city_name]!"
PHRASE_CONDENSED_spy_info_emissary_arrived	"一名 [city_name] 的使者到达 [rival_city_name]!"
PHRASE_CONDENSED_spy_info_emissary_dispatched	"[rival_city_name] 派出一名使者去 [city_name]!"
PHRASE_CONDENSED_spy_info_spy_dispatched		"[rival_city_name] 派出一名密探去 [city_name]!"


;********Ally destroyed by [rival_city_name]****************************
PHRASE_ally_destroyed_by_rival_title 			"[city_name] 被毁!"
PHRASE_ally_destroyed_by_rival_initial_announcement 	"可怕的消息, [player_name]!  一个令人尊重的盟友 [city_name] 被 [rival_city_name] 破坏!  这真是个悲伤日子."
PHRASE_ally_destroyed_by_rival_no_reason	  		"N/A"

PHRASE_CONDENSED_ally_destroyed_by_rival_title 				"N/A"
PHRASE_CONDENSED_ally_destroyed_by_rival_initial_announcement 	"[rival_city_name] 已经摧毁了 [city_name]."
PHRASE_CONDENSED_ally_destroyed_by_rival_no_reason	  		"N/A"

;********Vassal destroyed by [rival_city_name]****************************
PHRASE_vassal_destroyed_by_rival_title 				"[city_name] 被毁!"
PHRASE_vassal_destroyed_by_rival_initial_announcement 	"可怕的消息, [player_name]. 您的诸候城市 [city_name] 已经被 [rival_city_name] 摧毁! [city_name] 的 [leader_name] 不能再向我们进贡, 当然我们也不能和一座不存在的城市贸易."
PHRASE_vassal_destroyed_by_rival_no_reason	  		"N/A"

PHRASE_CONDENSED_vassal_destroyed_by_rival_title 			"N/A"
PHRASE_CONDENSED_vassal_destroyed_by_rival_initial_announcement 	"[rival_city_name] 已经摧毁了 [city_name]."
PHRASE_CONDENSED_vassal_destroyed_by_rival_no_reason	  		"N/A"

;********Colony devastated by [rival_city_name]****************************

;********Parent city destroyed by [rival_city_name]****************************

;*****************GIFT RECEIVED EVENT MESSAGES**************************************
;************PHRASE VARIABLES
;[gift_size] (small, medium, large)
"modest"
"generous"
"extravagant"


;********Gift received - money**********
PHRASE_gift_received_money_title 				"[city_name] 感谢您的现金"
PHRASE_gift_received_money_initial_announcement 	"[greeting] [player_name]. 您最近送出的现金礼物得到了 [city_name] 的极大赞赏."
PHRASE_gift_received_money_reason	  			"N/A"
PHRASE_gift_received_money_no_reason	  		"N/A"

PHRASE_CONDENSED_gift_received_money_title 			"N/A"
PHRASE_CONDENSED_gift_received_money_initial_announcement 	"[city_name] 感谢您送去现金."
PHRASE_CONDENSED_gift_received_money_reason	  		"N/A"
PHRASE_CONDENSED_gift_received_money_no_reason	  		"N/A"

;********Gift received - NEEDS item**********
PHRASE_gift_received_needs_title 				"[city_name] 感激您送去非常需要的 [itemshort]"
PHRASE_gift_received_needs_initial_announcement 	"[greeting] [player_name], [city_name] 非常感谢您送去 [gift_size] 礼物 [item], 那正是他们非常需要的东西."
PHRASE_gift_received_needs_reason	  			"N/A"
PHRASE_gift_received_needs_no_reason	  		"N/A"

PHRASE_CONDENSED_gift_received_needs_title 			"N/A"
PHRASE_CONDENSED_gift_received_needs_initial_announcement 	"[city_name] 非常感谢您送去的礼物 [itemshort]."
PHRASE_CONDENSED_gift_received_needs_reason	  		"N/A"
PHRASE_CONDENSED_gift_received_needs_no_reason 			"N/A"

;********Gift received - DOESN'T NEED item**********
PHRASE_gift_received_doesnt_need_title 				"[city_name] 对不是特别需要的礼物表示谢意"
PHRASE_gift_received_doesnt_need_initial_announcement 	"最值得尊敬的 [player_name].  我, [city_name] 的 [leader_name], 已经收到了您的礼物 [item]. 我们 [city_name] 并不是特别需要这种东西, 但是我们还是要感谢您的好意."
PHRASE_gift_received_doesnt_need_reason	  			"N/A"
PHRASE_gift_received_doesnt_need_no_reason	  		"N/A"

PHRASE_CONDENSED_gift_received_doesnt_need_title 			"N/A"
PHRASE_CONDENSED_gift_received_doesnt_need_initial_announcement 	"[city_name] 感谢您的礼物 [item]."
